"Time (s)","Voltage (V)"
0.004990827,-0.122029293
0.004990830999999999,0.04533473199999999
0.004990835,0.072112976
0.0049908389999999995,-0.075167366
0.004990843,-0.128723854
0.004990847,-0.008221756000000004
0.004990851,0.145753147
0.004990855,-0.041694561000000005
0.004990858999999999,-0.23583683
0.004990863,-0.142112976
0.0049908669999999995,0.13905858599999998
0.004990871,0.04533473199999999
0.004990875,-0.182280342
0.004990879,-0.175585781
0.004990883,0.112280342
0.004990886999999999,0.065418415
0.004990891,-0.202364025
0.0049908949999999995,-0.148807537
0.004990899,0.239477001
0.004990903,0.072112976
0.004990907,-0.463451904
0.004990911,-0.416589977
0.004990914999999999,0.13905858599999998
0.004990919,0.27294980599999996
0.0049909229999999995,0.025251048999999998
0.004990927,0.04533473199999999
0.004990931,0.252866123
0.004990935,0.085502098
0.004990939,-0.45006278200000005
0.004990942999999999,-0.483535587
0.004990947,-0.055083683
0.0049909509999999995,0.380062782
0.004990955,0.172531391
0.004990959,-0.115334732
0.004990963,-0.021610878000000004
0.004990967,-0.155502098
0.004990970999999999,-0.677677856
0.004990975,-0.543786636
0.0049909789999999996,0.29303348900000004
0.004990983,0.681318027
0.004990987,0.507259441
0.004990991,0.313117172
0.004990995,0.05872385399999999
0.0049909989999999994,-0.309477001
0.004991003,-0.50361927
0.0049910069999999996,-0.49692470899999996
0.004991011,0.038640171
0.004991015,0.39345190399999996
0.004991019,0.112280342
0.004991023,-0.262615074
0.0049910269999999994,0.025251048999999998
0.004991031,-0.142112976
0.004991035,-0.403200855
0.004991039,-0.162196659
0.004991043,0.212698757
0.004991047,-0.021610878000000004
0.004991051,-0.001527195000000002
0.0049910549999999995,-0.215753147
0.004991059,-0.32956068400000005
0.004991063,-0.10194561
0.004991067,0.078807537
0.004991071,-0.13541841500000001
0.004991074999999999,-0.021610878000000004
0.004991079,0.04533473199999999
0.0049910829999999995,-0.222447708
0.004991087,-0.282698757
0.004991091,-0.035
0.004991095,-0.008221756000000004
0.004991099,-0.035
0.004991102999999999,-0.001527195000000002
0.004991107,-0.262615074
0.0049911109999999995,-0.23583683
0.004991115,0.025251048999999998
0.004991119,0.04533473199999999
0.004991123,-0.148807537
0.004991127,0.05872385399999999
0.004991130999999999,-0.10864017100000001
0.004991135,-0.25592051299999996
0.0049911389999999995,-0.142112976
0.004991143,-0.008221756000000004
0.004991147,-0.142112976
0.004991151,0.10558578099999999
0.004991155,-0.095251049
0.004991158999999999,-0.356338928
0.004991163,-0.16889122
0.0049911669999999995,0.078807537
0.004991171,-0.115334732
0.004991175,0.011861926999999994
0.004991179,-0.035
0.004991183,-0.242531391
0.004991186999999999,-0.188974903
0.004991191,0.011861926999999994
0.0049911949999999995,-0.081861927
0.004991199,-0.04838912200000001
0.004991203,-0.014916317000000005
0.004991207,-0.23583683
0.004991211,-0.195669464
0.004991214999999999,0.05872385399999999
0.004991219,0.025251048999999998
0.0049912229999999995,-0.088556488
0.004991227,0.03194561
0.004991231,-0.155502098
0.004991235,-0.249225952
0.004991239,-0.061778244
0.004991242999999999,0.05872385399999999
0.004991247,-0.075167366
0.0049912509999999995,0.078807537
0.004991255,-0.155502098
0.004991259,-0.31617156199999996
0.004991263,-0.155502098
0.004991267,0.011861926999999994
0.004991270999999999,-0.10864017100000001
0.004991275,0.11897490299999999
0.0049912789999999995,-0.041694561000000005
0.004991283,-0.269309635
0.004991287,-0.188974903
0.004991291,-0.008221756000000004
0.004991295,-0.128723854
0.004991298999999999,0.072112976
0.004991303,-0.001527195000000002
0.0049913069999999995,-0.25592051299999996
0.004991311,-0.222447708
0.004991315,0.005167365999999993
0.004991319,-0.075167366
0.004991323,-0.041694561000000005
0.004991326999999999,-0.055083683
0.004991331,-0.23583683
0.0049913349999999995,-0.175585781
0.004991339,0.018556487999999996
0.004991343,-0.008221756000000004
0.004991347,-0.028305439
0.004991351,0.018556487999999996
0.004991354999999999,-0.215753147
0.004991359,-0.222447708
0.0049913629999999995,-0.001527195000000002
0.004991367,0.038640171
0.004991371,-0.075167366
0.004991375,0.05872385399999999
0.004991379,-0.148807537
0.004991382999999999,-0.249225952
0.004991387,-0.088556488
0.0049913909999999995,0.03194561
0.004991395,-0.088556488
0.004991399,0.072112976
0.004991403,-0.10194561
0.004991407,-0.229142269
0.004991410999999999,-0.10194561
0.004991415,0.03194561
0.0049914189999999995,-0.10194561
0.004991423,0.09889122
0.004991427,-0.04838912200000001
0.004991431,-0.229142269
0.004991435,-0.195669464
0.004991438999999999,-0.035
0.004991443,-0.095251049
0.0049914469999999996,0.12566946399999998
0.004991451,0.011861926999999994
0.004991455,-0.222447708
0.004991459,-0.13541841500000001
0.004991463,0.038640171
0.004991466999999999,-0.061778244
0.004991471,0.05202929299999999
0.0049914749999999996,0.04533473199999999
0.004991479,-0.202364025
0.004991483,-0.162196659
0.004991487,0.05202929299999999
0.004991491,-0.008221756000000004
0.0049914949999999994,-0.035
0.004991499,-0.001527195000000002
0.0049915029999999996,-0.188974903
0.004991507,-0.202364025
0.004991511,-0.008221756000000004
0.004991515,0.018556487999999996
0.004991519,-0.035
0.0049915229999999994,0.05872385399999999
0.004991527,-0.142112976
0.004991531,-0.222447708
0.004991535,-0.035
0.004991539,0.065418415
0.004991543,-0.068472805
0.004991547,0.072112976
0.0049915509999999995,-0.088556488
0.004991555,-0.222447708
0.004991559,-0.122029293
0.004991563,-0.001527195000000002
0.004991567,-0.068472805
0.004991570999999999,0.159142269
0.004991575,-0.028305439
0.0049915789999999995,-0.229142269
0.004991583,-0.128723854
0.004991587,0.05872385399999999
0.004991591,-0.061778244
0.004991595,0.12566946399999998
0.004991598999999999,0.025251048999999998
0.004991603,-0.182280342
0.0049916069999999995,-0.162196659
0.004991611,0.018556487999999996
0.004991615,-0.068472805
0.004991619,0.072112976
0.004991623,-0.008221756000000004
0.004991626999999999,-0.175585781
0.004991631,-0.155502098
0.0049916349999999995,0.03194561
0.004991639,-0.035
0.004991643,0.05872385399999999
0.004991647,-0.001527195000000002
0.004991651,-0.175585781
0.004991654999999999,-0.142112976
0.004991659,0.011861926999999994
0.0049916629999999995,-0.035
0.004991667,0.025251048999999998
0.004991671,-0.008221756000000004
0.004991675,-0.195669464
0.004991679,-0.162196659
0.004991682999999999,0.025251048999999998
0.004991687,-0.008221756000000004
0.0049916909999999995,-0.028305439
0.004991695,-0.014916317000000005
0.004991699,-0.188974903
0.004991703,-0.148807537
0.004991707,0.018556487999999996
0.004991710999999999,-0.001527195000000002
0.004991715,-0.021610878000000004
0.0049917189999999995,0.05872385399999999
0.004991723,-0.16889122
0.004991727,-0.202364025
0.004991731,-0.014916317000000005
0.004991735,0.011861926999999994
0.004991738999999999,-0.10864017100000001
0.004991743,0.018556487999999996
0.0049917469999999995,-0.142112976
0.004991751,-0.229142269
0.004991755,-0.088556488
0.004991759,0.018556487999999996
0.004991763,-0.061778244
0.004991766999999999,0.085502098
0.004991771,-0.10194561
0.0049917749999999995,-0.23583683
0.004991779,-0.122029293
0.004991783,-0.001527195000000002
0.004991787,-0.061778244
0.004991791,0.132364025
0.004991794999999999,-0.035
0.004991799,-0.229142269
0.0049918029999999995,-0.148807537
