"Time (s)","Voltage (V)"
-1.996875e-05,-0.37864535999999993
-1.9964750000000002e-05,-0.37195079999999997
-1.996075e-05,-0.27822695999999997
-1.995675e-05,-0.11086296
-1.995275e-05,0.08327928
-1.994875e-05,0.25399056000000003
-1.9944750000000002e-05,0.3644508
-1.994075e-05,0.3811872
-1.9936750000000002e-05,0.30754704
-1.993275e-05,0.15691944
-1.992875e-05,-0.03387552
-1.992475e-05,-0.2213232
-1.992075e-05,-0.34182527999999995
-1.9916750000000002e-05,-0.38199263999999994
-1.991275e-05,-0.33178343999999993
-1.990875e-05,-0.19454496
-1.990475e-05,-0.00375
-1.990075e-05,0.18369767999999997
-1.9896750000000002e-05,0.32428344
-1.989275e-05,0.38453448
-1.988875e-05,0.3477144
-1.988475e-05,0.22721232
-1.988075e-05,0.04645919999999999
-1.9876750000000002e-05,-0.14098848
-1.987275e-05,-0.29831063999999996
-1.9868750000000002e-05,-0.37864535999999993
-1.986475e-05,-0.36190895999999995
-1.986075e-05,-0.26149056
-1.985675e-05,-0.08408472
-1.985275e-05,0.11005751999999999
-1.9848750000000002e-05,0.27407424
-1.984475e-05,0.37114536
-1.984075e-05,0.37449264
-1.983675e-05,0.28746336
-1.983275e-05,0.13014119999999998
-1.9828750000000002e-05,-0.0706956
-1.982475e-05,-0.24475416
-1.982075e-05,-0.35521439999999993
-1.981675e-05,-0.38199263999999994
-1.981275e-05,-0.31169975999999994
-1.9808750000000002e-05,-0.16441944
-1.980475e-05,0.03307008
-1.9800750000000002e-05,0.21717047999999997
-1.979675e-05,0.34436712
-1.979275e-05,0.3811872
-1.978875e-05,0.330978
-1.978475e-05,0.19373951999999997
-1.9780750000000002e-05,0.0029445599999999997
-1.977675e-05,-0.18450312
-1.977275e-05,-0.32508887999999997
-1.976875e-05,-0.38199263999999994
-1.976475e-05,-0.34851983999999997
-1.9760750000000002e-05,-0.2213232
-1.975675e-05,-0.0372228
-1.975275e-05,0.15022487999999998
-1.974875e-05,0.30419976
-1.974475e-05,0.37783992
-1.9740750000000002e-05,0.36110352
-1.973675e-05,0.247296
-1.9732750000000002e-05,0.06989015999999999
-1.972875e-05,-0.12090479999999999
-1.972475e-05,-0.28157424
-1.972075e-05,-0.37529808
-1.971675e-05,-0.36525623999999995
-1.9712750000000002e-05,-0.27153239999999995
-1.970875e-05,-0.10082112
-1.970475e-05,0.08997383999999999
-1.970075e-05,0.26068512
-1.969675e-05,0.36779808
-1.9692750000000002e-05,0.37449264
-1.968875e-05,0.29081064
-1.968475e-05,0.13348848
-1.968075e-05,-0.06400104
-1.967675e-05,-0.23805959999999998
-1.9672750000000002e-05,-0.35521439999999993
-1.966875e-05,-0.37864535999999993
-1.9664750000000002e-05,-0.30835247999999993
-1.966075e-05,-0.1543776
-1.965675e-05,0.03307008
-1.965275e-05,0.21717047999999997
-1.964875e-05,0.34436712
-1.9644750000000002e-05,0.3811872
-1.964075e-05,0.32763072
-1.963675e-05,0.1803504
-1.963275e-05,-0.007097279999999999
-1.962875e-05,-0.19789224
-1.9624750000000002e-05,-0.33513071999999994
-1.962075e-05,-0.38199263999999994
-1.961675e-05,-0.33178343999999993
-1.961275e-05,-0.20458679999999999
-1.960875e-05,-0.01379184
-1.9604750000000002e-05,0.17365583999999998
-1.960075e-05,0.32093616
-1.9596750000000002e-05,0.3811872
-1.959275e-05,0.34436712
-1.958875e-05,0.22051775999999998
-1.958475e-05,0.04311192
-1.958075e-05,-0.14768304
-1.9576750000000002e-05,-0.30165791999999997
-1.957275e-05,-0.37864535999999993
-1.956875e-05,-0.35186712
-1.956475e-05,-0.24140688
-1.956075e-05,-0.06065376
-1.9556750000000002e-05,0.12679391999999998
-1.955275e-05,0.28746336
-1.954875e-05,0.37449264
-1.954475e-05,0.36110352
-1.954075e-05,0.26068512
-1.9536750000000002e-05,0.08662655999999999
-1.953275e-05,-0.11086296
-1.9528750000000002e-05,-0.28157424
-1.952475e-05,-0.36860351999999996
-1.952075e-05,-0.37195079999999997
-1.9516750000000002e-05,-0.27153239999999995
-1.951275e-05,-0.10751568
-1.9508750000000002e-05,0.08997383999999999
-1.950475e-05,0.2640324
-1.950075e-05,0.3644508
-1.949675e-05,0.36779808
-1.949275e-05,0.28746336
-1.9488750000000002e-05,0.12679391999999998
-1.948475e-05,-0.06734832
-1.948075e-05,-0.24810143999999998
-1.947675e-05,-0.35186712
-1.947275e-05,-0.37864535999999993
-1.9468750000000002e-05,-0.29496335999999995
-1.946475e-05,-0.14098848
-1.946075e-05,0.053153759999999994
-1.945675e-05,0.23725416
-1.945275e-05,0.35106168
-1.9448750000000002e-05,0.37449264
-1.944475e-05,0.30419976
-1.9440750000000002e-05,0.15691944
-1.943675e-05,-0.0372228
-1.943275e-05,-0.2213232
-1.942875e-05,-0.34517255999999996
-1.942475e-05,-0.37864535999999993
-1.9420750000000002e-05,-0.31169975999999994
-1.941675e-05,-0.16776671999999998
-1.941275e-05,0.02302824
-1.940875e-05,0.20712863999999997
-1.940475e-05,0.33432528
-1.9400750000000002e-05,0.37449264
-1.939675e-05,0.32093616
-1.939275e-05,0.17700311999999999
-1.938875e-05,-0.010444559999999999
-1.938475e-05,-0.20123951999999998
-1.9380750000000002e-05,-0.33513071999999994
-1.937675e-05,-0.37529808
-1.9372750000000002e-05,-0.32843616
-1.936875e-05,-0.19119767999999998
-1.936475e-05,0.0029445599999999997
-1.936075e-05,0.19373951999999997
-1.935675e-05,0.330978
-1.9352750000000002e-05,0.37449264
-1.934875e-05,0.33432528
-1.934475e-05,0.20043408
